序号,股票代码,股票简称,,上市日期,上市首日换手率(%),发行价(元),上市日期,CPI,PPI,板块涨幅,第一日涨幅,第二日涨幅,第三日涨幅,Max_Close_7,Max_Date_7,天数_7,收益率_7,Max_Close_30,Max_Date_30,天数_30,收益率_30,Max_Close_90,Max_Date_90,天数_90,收益率_90
351,688409,富创精密,2022/10/31,20221010,67.99,69.99,2022/10/10,2.1,-1.3,6.74%,51.02,0.03,0.18,133.00,2022/10/14,4,0.90,151.10,2022/10/26,16,1.16,151.1000061,2022/10/26,16,1.158879927
352,688410,山外山,2022/12/31,20221226,44.14,32.3,2022/12/26,1.8,-0.7,-7.30%,-18.98,0.00,0.01,26.65,2022/12/28,2,-0.17,34.98,2023/1/11,16,0.08,44.04999924,2023/2/28,64,0.363777066
353,688416,恒烁股份,2022/8/31,20220829,53.8,65.11,2022/8/29,2.5,2.3,-3.10%,-24.96,0.03,-0.06,52.70,2022/9/2,4,-0.19,52.70,2022/9/2,4,-0.19,52.70000076,2022/9/2,4,-0.19060051
354,688418,震有科技,2020/7/31,20200722,75.99,16.25,2020/7/22,2.7,-2.4,6.01%,158.4,0.32,-0.02,57.77,2020/7/27,5,2.56,57.77,2020/7/27,5,2.56,57.77444458,2020/7/27,5,2.555350436
355,688419,耐科装备,2022/11/30,20221107,73.26,37.85,2022/11/7,1.6,-1.3,4.14%,19.13,-0.05,0.10,47.14,2022/11/9,2,0.25,47.14,2022/11/9,2,0.25,47.13999939,2022/11/9,2,0.24544252
356,688420,美腾科技,2022/12/31,20221209,59.04,48.96,2022/12/9,1.8,-0.7,-6.25%,1.94,-0.01,-0.05,49.91,2022/12/9,0,0.02,49.91,2022/12/9,0,0.02,49.90999985,2022/12/9,0,0.019403592
357,688425,铁建重工,2021/6/30,20210622,73.85,2.87,2021/6/22,1.1,8.8,4.41%,186.41,-0.04,-0.15,8.03,2021/6/22,0,1.80,8.03,2021/6/22,0,1.80,8.033958435,2021/6/22,0,1.799288653
358,688426,康为世纪,2022/10/31,20221025,47.23,48.98,2022/10/25,2.1,-1.3,10.36%,-10.94,0.02,0.01,44.90,2022/10/27,2,-0.08,53.20,2022/11/8,14,0.09,53.20000076,2022/11/8,14,0.086157631
359,688428,诺诚健华,2022/9/30,20220921,49.23,11.03,2022/9/21,2.8,0.9,-7.96%,-15.41,-0.04,0.02,9.33,2022/9/21,0,-0.15,12.46,2022/10/19,28,0.13,16,2022/12/14,84,0.450589302
360,688432,有研硅,2022/11/30,20221110,75.51,9.91,2022/11/10,1.6,-1.3,4.14%,91.73,-0.08,0.00,19.00,2022/11/10,0,0.92,19.00,2022/11/10,0,0.92,19,2022/11/10,0,0.917255298
361,688433,华曙高科,2023/4/30,20230417,78.24,26.66,2023/4/17,0.5,-3.1,-4.05%,15.9,-0.13,-0.01,30.90,2023/4/17,0,0.16,30.90,2023/4/17,0,0.16,30.89999962,2023/4/17,0,0.159039746
362,688435,英方软件,2023/1/31,20230119,77.85,38.66,2023/1/19,2.1,-0.8,13.43%,176.77,0.03,-0.04,110.00,2023/1/20,1,1.85,118.78,2023/2/3,15,2.07,132.3300018,2023/4/14,85,2.422917792
363,688439,振华风光,2022/8/31,20220826,71.05,66.99,2022/8/26,2.5,2.3,-5.17%,49.54,0.12,-0.02,113.60,2022/8/31,5,0.70,130.00,2022/9/15,20,0.94,147.4199982,2022/10/31,66,1.200626932
364,688448,磁谷科技,2022/9/30,20220921,50.17,32.9,2022/9/21,2.8,0.9,-9.35%,-11,0.00,-0.03,29.30,2022/9/22,1,-0.11,29.30,2022/9/22,1,-0.11,29.29999924,2022/9/22,1,-0.109422516
365,688455,科捷智能,2022/9/30,20220915,63.66,21.88,2022/9/15,2.8,0.9,-9.35%,-3.2,-0.17,-0.10,21.18,2022/9/15,0,-0.03,21.18,2022/9/15,0,-0.03,21.18000031,2022/9/15,0,-0.031992673
366,688456,有研粉材,2021/3/31,20210317,72.67,10.62,2021/3/17,0.4,4.4,-1.57%,290.49,-0.06,-0.03,40.85,2021/3/17,0,2.85,40.85,2021/3/17,0,2.85,40.84555817,2021/3/17,0,2.846097756
368,688459,哈铁科技,2022/10/31,20221012,60.01,13.58,2022/10/12,2.1,-1.3,4.82%,-30.34,-0.04,0.01,9.60,2022/10/18,6,-0.29,10.45,2022/11/8,27,-0.23,10.44999981,2022/11/8,27,-0.230486023
369,688466,金科环境,2020/5/31,20200508,72.65,24.61,2020/5/8,2.4,-3.7,-1.38%,112.52,-0.10,-0.08,51.84,2020/5/8,0,1.11,51.84,2020/5/8,0,1.11,51.843647,2020/5/8,0,1.10660898
370,688468,科美诊断,2021/4/30,20210409,80.24,7.15,2021/4/9,0.9,6.8,17.94%,248.81,-0.26,-0.02,24.61,2021/4/9,0,2.44,26.84,2021/4/30,21,2.75,29.40328789,2021/5/31,52,3.112347956
372,688475,萤石网络,2022/12/31,20221228,52.66,28.77,2022/12/28,1.8,-0.7,-5.12%,-12.23,-0.03,0.05,27.80,2023/1/3,6,-0.03,31.87,2023/1/20,23,0.11,40.65999985,2023/3/22,84,0.413277715
373,688478,晶升股份,2023/4/30,20230424,80.83,32.52,2023/4/24,0.5,-3.1,-5.16%,30.69,0.10,0.02,57.01,2023/4/27,3,0.75,57.01,2023/4/27,3,0.75,57.00999832,2023/4/27,3,0.753074979
375,688480,赛恩斯,2022/11/30,20221125,81.09,19.18,2022/11/25,1.6,-1.3,8.17%,33.11,-0.10,0.02,27.71,2022/12/1,6,0.44,29.22,2022/12/6,11,0.52,29.21999931,2022/12/6,11,0.523461904
376,688484,南芯科技,2023/4/30,20230407,68.39,39.99,2023/4/7,0.5,-3.1,-5.16%,48.41,-0.14,-0.05,59.35,2023/4/7,0,0.48,59.35,2023/4/7,0,0.48,59.34999847,2023/4/7,0,0.484120992
377,688485,九州一轨,2023/1/31,20230118,69.64,17.47,2023/1/18,2.1,-0.8,6.48%,23.41,-0.11,-0.01,21.56,2023/1/18,0,0.23,21.56,2023/1/18,0,0.23,21.55999947,2023/1/18,0,0.234115596
378,688486,龙迅股份,2023/2/28,20230221,79.55,64.76,2023/2/21,1,-1.4,1.06%,35.87,-0.03,0.05,90.11,2023/2/24,3,0.39,111.20,2023/3/10,17,0.72,111.1999969,2023/3/10,17,0.71710928
379,688488,艾迪药业,2020/7/31,20200720,73.65,13.99,2020/7/20,2.7,-2.4,22.48%,121.02,0.21,-0.08,37.41,2020/7/21,1,1.67,42.39,2020/8/4,15,2.03,42.39204407,2020/8/4,15,2.030167553
380,688489,三未信安,2022/12/31,20221202,81.12,78.89,2022/12/2,1.8,-0.7,-5.12%,51.48,0.03,0.00,123.59,2022/12/6,4,0.57,123.59,2022/12/6,4,0.57,130.4799957,2023/2/9,69,0.653948482
381,688496,清越科技,2022/12/31,20221228,73,9.16,2022/12/28,1.8,-0.7,-5.98%,8.84,0.00,-0.09,9.97,2022/12/28,0,0.09,11.80,2023/1/18,21,0.29,12.56999969,2023/2/13,47,0.372270709
382,688498,源杰科技,2022/12/31,20221221,71.56,100.66,2022/12/21,1.8,-0.7,-6.31%,15.66,0.05,-0.04,124.39,2022/12/27,6,0.24,136.29,2023/1/19,29,0.35,159.8699951,2023/2/15,56,0.588217714
383,688499,利元亨,2021/7/31,20210701,70.28,38.85,2021/7/1,1,9,12.75%,358.69,-0.07,0.11,195.48,2021/7/7,6,4.03,319.15,2021/7/30,29,7.22,367.038147,2021/8/6,36,8.447571351
384,688500,慧辰股份,2020/7/31,20200716,76.56,34.21,2020/7/16,2.7,-2.4,7.94%,218.65,-0.24,-0.10,108.70,2020/7/16,0,2.18,108.70,2020/7/16,0,2.18,108.7012787,2020/7/16,0,2.177470877
385,688501,青达环保,2021/7/31,20210716,72.22,10.57,2021/7/16,1,9,0.17%,134.91,-0.18,-0.06,24.55,2021/7/16,0,1.32,24.55,2021/7/16,0,1.32,24.54604912,2021/7/16,0,1.322237381
386,688502,茂莱光学,2023/3/31,20230309,72.51,69.72,2023/3/9,0.7,-2.5,2.26%,175.39,0.03,-0.05,197.55,2023/3/10,1,1.83,245.40,2023/4/7,29,2.52,261.6199951,2023/4/21,43,2.752438255
387,688503,聚和材料,2022/12/31,20221209,68.66,110,2022/12/9,1.8,-0.7,-6.18%,35.37,-0.06,-0.03,148.91,2022/12/9,0,0.35,158.36,2023/1/6,28,0.44,158.5299988,2023/1/9,31,0.441181807
388,688505,复旦张江,2020/6/30,20200619,75.78,8.95,2020/6/19,2.5,-3,12.94%,313.41,-0.11,0.09,36.64,2020/6/19,0,3.09,40.69,2020/7/9,20,3.55,40.69020844,2020/7/9,20,3.546392004
389,688506,百利天恒,2023/1/31,20230106,67.32,24.7,2023/1/6,2.1,-0.8,5.47%,29.76,0.20,0.12,43.00,2023/1/10,4,0.74,82.09,2023/2/2,27,2.32,82.08999634,2023/2/2,27,2.323481633
390,688507,索辰科技,2023/4/30,20230418,65.04,245.56,2023/4/18,0.5,-3.1,-7.39%,2.62,0.03,0.10,286.80,2023/4/24,6,0.17,286.80,2023/4/24,6,0.17,286.7999878,2023/4/24,6,0.167942612
391,688508,芯朋微,2020/7/31,20200722,72.52,28.3,2020/7/22,2.7,-2.4,10.01%,367.67,0.08,-0.11,141.42,2020/7/23,1,4.00,153.90,2020/7/31,9,4.44,153.9015961,2020/7/31,9,4.438218942
392,688509,正元地信,2021/7/31,20210730,70,1.97,2021/7/30,1,9,-4.32%,321.83,-0.13,-0.02,8.27,2021/7/30,0,3.20,8.27,2021/7/30,0,3.20,8.269681931,2021/7/30,0,3.197808087
393,688510,航亚科技,2020/12/31,20201216,98.96,8.17,2020/12/16,0.2,-0.4,3.06%,355.08,0.03,-0.11,38.17,2020/12/17,1,3.67,42.66,2020/12/23,7,4.22,42.65609741,2020/12/23,7,4.221064555
394,688511,天微电子,2021/7/31,20210730,82.39,28.09,2021/7/30,1,9,3.63%,268.46,0.04,-0.12,105.45,2021/8/2,3,2.75,105.45,2021/8/2,3,2.75,105.4497299,2021/8/2,3,2.753995369
396,688513,苑东生物,2020/9/30,20200902,72.43,44.36,2020/9/2,1.7,-2.1,-9.27%,68.44,-0.02,-0.11,72.95,2020/9/2,0,0.64,72.95,2020/9/2,0,0.64,72.95429993,2020/9/2,0,0.644596482
397,688515,裕太微,2023/2/28,20230210,62.14,92,2023/2/10,1,-1.4,1.06%,152.7,-0.02,0.04,237.60,2023/2/14,4,1.58,237.60,2023/2/14,4,1.58,237.6000061,2023/2/14,4,1.582608762
398,688516,奥特维,2020/5/31,20200521,73.48,23.28,2020/5/21,2.4,-3.7,-1.12%,167.18,0.03,-0.12,43.55,2020/5/22,1,0.87,43.55,2020/5/22,1,0.87,53.57539368,2020/8/14,85,1.301348526
399,688517,金冠电气,2021/6/30,20210618,65.87,7.71,2021/6/18,1.1,8.8,8.94%,101.69,-0.06,0.14,16.03,2021/6/22,4,1.08,16.03,2021/6/22,4,1.08,16.03227806,2021/6/22,4,1.079413497
400,688518,联赢激光,2020/6/30,20200622,73.28,7.81,2020/6/22,2.5,-3,9.64%,235.72,0.04,0.07,28.72,2020/6/24,2,2.68,30.28,2020/7/9,17,2.88,30.28284836,2020/7/9,17,2.877445372
401,688519,南亚新材,2020/8/31,20200818,70.87,32.6,2020/8/18,2.4,-2,-2.87%,88.8,-0.21,-0.08,60.64,2020/8/18,0,0.86,60.64,2020/8/18,0,0.86,60.63793945,2020/8/18,0,0.860059492
402,688520,神州细胞,2020/6/30,20200622,73.83,25.64,2020/6/22,2.5,-3,18.99%,184.98,-0.02,0.04,74.00,2020/6/24,2,1.89,101.80,2020/7/13,21,2.97,101.8000031,2020/7/13,21,2.970358933
403,688521,芯原股份,2020/8/31,20200818,74.45,38.53,2020/8/18,2.4,-2,-2.87%,284.12,-0.01,-0.13,148.00,2020/8/18,0,2.84,148.00,2020/8/18,0,2.84,148,2020/8/18,0,2.84116273
404,688522,纳睿雷达,2023/3/31,20230301,70.71,46.68,2023/3/1,0.7,-2.5,-3.39%,29.39,0.00,0.01,62.00,2023/3/6,5,0.33,78.10,2023/3/13,12,0.67,78.09999847,2023/3/13,12,0.673093369
406,688526,科前生物,2020/9/30,20200922,75.87,11.69,2020/9/22,1.7,-2.1,-13.51%,170.15,0.13,-0.03,35.00,2020/9/23,1,1.99,40.23,2020/10/20,28,2.44,48.88427734,2020/11/27,66,3.18171748
407,688528,秦川物联,2020/7/31,20200701,72.29,11.33,2020/7/1,2.7,-2.4,7.48%,186.41,-0.05,-0.05,31.91,2020/7/1,0,1.82,31.91,2020/7/1,0,1.82,31.90771675,2020/7/1,0,1.816215071
408,688529,豪森股份,2020/11/30,20201109,80.52,20.2,2020/11/9,-0.5,-1.5,1.27%,291.58,-0.18,-0.05,78.17,2020/11/9,0,2.87,78.17,2020/11/9,0,2.87,78.16680908,2020/11/9,0,2.869644014
409,688531,日联科技,2023/3/31,20230331,66.88,152.38,2023/3/31,0.7,-2.5,-2.75%,27.44,0.00,-0.06,194.30,2023/4/3,3,0.28,195.29,2023/4/7,7,0.28,195.2899933,2023/4/7,7,0.281598591
410,688533,上声电子,2021/4/30,20210419,80.48,7.72,2021/4/19,0.9,6.8,1.85%,316.84,-0.19,-0.15,32.11,2021/4/19,0,3.16,32.11,2021/4/19,0,3.16,32.11208725,2021/4/19,0,3.159596794
411,688535,华海诚科,2023/4/30,20230404,75.1,35,2023/4/4,0.5,3.1,-5.16%,79,0.32,-0.12,83.00,2023/4/6,2,1.37,83.00,2023/4/6,2,1.37,83,2023/4/6,2,1.371428571
412,688536,思瑞浦,2020/9/30,20200921,74.74,115.71,2020/9/21,1.7,-2.1,-5.13%,77.17,0.14,0.12,177.19,2020/9/25,4,0.53,207.18,2020/10/20,29,0.79,298.1583862,2020/12/14,84,1.576772848
413,688538,和辉光电,2021/5/31,20210528,66.17,2.65,2021/5/28,1.3,9,5.35%,58.49,-0.05,0.03,4.20,2021/5/28,0,0.58,4.20,2021/5/28,0,0.58,4.199999809,2021/5/28,0,0.584905588
414,688539,高华科技,2023/4/30,20230418,57.37,38.22,2023/4/18,0.5,3.1,-1.61%,-8.42,0.08,0.01,40.64,2023/4/24,6,0.06,42.70,2023/4/25,7,0.12,42.70000076,2023/4/25,7,0.117216137
415,688550,瑞联新材,2020/9/30,20200902,66.38,113.72,2020/9/2,1.7,-2.1,-7.39%,11.84,-0.09,-0.01,87.61,2020/9/2,0,-0.23,87.61,2020/9/2,0,-0.23,87.60744476,2020/9/2,0,-0.229621485
416,688551,科威尔,2020/9/30,20200910,70.23,37.94,2020/9/10,1.7,-2.1,-0.78%,33.1,-0.09,0.02,49.82,2020/9/10,0,0.31,49.82,2020/9/10,0,0.31,49.82144165,2020/9/10,0,0.313163987
418,688553,汇宇制药,2021/10/31,20211026,66.48,38.87,2021/10/26,1.5,13.5,-3.68%,1.9,-0.13,-0.05,39.25,2021/10/26,0,0.01,39.25,2021/10/26,0,0.01,39.24975586,2021/10/26,0,0.009769896
420,688556,高测股份,2020/8/31,20200807,72.74,14.41,2020/8/7,2.4,-2,5.11%,240.39,-0.18,-0.04,34.75,2020/8/7,0,1.41,34.75,2020/8/7,0,1.41,34.75248718,2020/8/7,0,1.411692379
421,688557,兰剑智能,2020/12/31,20201202,74.27,27.7,2020/12/2,0.2,-0.4,-5.09%,137.36,-0.12,-0.01,64.39,2020/12/2,0,1.32,64.39,2020/12/2,0,1.32,64.38957214,2020/12/2,0,1.32453329
422,688558,国盛智科,2020/6/30,20200630,71.35,17.37,2020/6/30,2.5,-3,5.21%,155.04,0.01,-0.04,43.56,2020/7/1,1,1.51,43.56,2020/7/1,1,1.51,43.55513382,2020/7/1,1,1.507491872
423,688559,海目星,2020/9/30,20200909,72.75,14.56,2020/9/9,1.7,-2.1,-7.61%,119.51,-0.25,0.07,31.96,2020/9/9,0,1.20,31.96,2020/9/9,0,1.20,31.95999908,2020/9/9,0,1.195054882
424,688560,明冠新材,2020/12/31,20201224,74.88,15.87,2020/12/24,0.2,-0.4,2.38%,109.7,0.03,-0.04,33.92,2020/12/25,1,1.14,33.92,2020/12/25,1,1.14,33.91803741,2020/12/25,1,1.137242433
425,688561,奇安信,2020/7/31,20200722,65.12,56.1,2020/7/22,2.7,-2.4,7.94%,138.06,-0.02,0.01,133.55,2020/7/22,0,1.38,133.55,2020/7/22,0,1.38,133.5500031,2020/7/22,0,1.380570464
427,688565,力源科技,2021/5/31,20210513,71.16,9.39,2021/5/13,1.3,9,5.38%,176.89,-0.16,-0.15,18.17,2021/5/13,0,0.94,18.17,2021/5/13,0,0.94,18.17204285,2021/5/13,0,0.935254829
428,688566,吉贝尔,2020/5/31,20200518,67.33,23.69,2020/5/18,2.4,-3.7,1.92%,92.91,0.20,-0.05,51.93,2020/5/19,1,1.19,51.93,2020/5/19,1,1.19,51.92527008,2020/5/19,1,1.191864503
429,688567,孚能科技,2020/7/31,20200717,63.28,15.9,2020/7/17,2.7,-2.4,15.31%,75.85,0.05,0.01,29.78,2020/7/21,4,0.87,29.78,2020/7/21,4,0.87,30.93000031,2020/10/14,89,0.945283038
430,688568,中科星图,2020/7/31,20200708,69.67,16.21,2020/7/8,2.7,-2.4,7.94%,438.37,0.14,-0.08,100.31,2020/7/14,6,5.19,100.31,2020/7/14,6,5.19,100.307045,2020/7/14,6,5.187973164
431,688569,铁科轨道,2020/8/31,20200831,68.94,22.46,2020/8/31,2.4,-2,7.56%,52.89,-0.09,-0.07,33.51,2020/8/31,0,0.49,33.51,2020/8/31,0,0.49,33.51057816,2020/8/31,0,0.492011494
432,688571,杭华股份,2020/12/31,20201211,71.4,5.33,2020/12/11,0.2,-0.4,-8.19%,174.3,-0.20,0.05,14.04,2020/12/11,0,1.63,14.04,2020/12/11,0,1.63,14.03971672,2020/12/11,0,1.634093193
433,688575,亚辉龙,2021/5/31,20210517,78.33,14.8,2021/5/17,1.3,9,9.23%,332.43,-0.05,0.00,46.82,2021/5/20,3,2.16,48.19,2021/5/25,8,2.26,48.18556213,2021/5/25,8,2.255781225
434,688577,浙海德曼,2020/9/30,20200916,77.29,33.13,2020/9/16,1.7,-2.1,-3.78%,85.15,0.08,-0.12,65.32,2020/9/17,1,0.97,65.32,2020/9/17,1,0.97,65.31951141,2020/9/17,1,0.971612177
435,688578,艾力斯,2020/12/31,20201202,76.6,22.73,2020/12/2,0.2,-0.4,-5.36%,69.6,-0.03,-0.09,38.55,2020/12/2,0,0.70,38.55,2020/12/2,0,0.70,38.54999924,2020/12/2,0,0.695996447
436,688579,山大地纬,2020/7/31,20200717,79.44,8.12,2020/7/17,2.7,-2.4,7.94%,271.92,-0.16,0.06,29.63,2020/7/17,0,2.65,29.63,2020/7/17,0,2.65,29.62873077,2020/7/17,0,2.64885847
437,688580,伟思医疗,2020/7/31,20200721,70.8,67.58,2020/7/21,2.7,-2.4,16.19%,167.83,-0.05,-0.03,175.37,2020/7/21,0,1.59,217.22,2020/8/5,15,2.21,217.2243652,2020/8/5,15,2.214329169
439,688585,上纬新材,2020/9/30,20200928,80.2,2.49,2020/9/28,1.7,-2.1,-5.29%,556.63,-0.11,-0.02,16.22,2020/9/28,0,5.51,16.22,2020/9/28,0,5.51,17.56021881,2020/11/18,51,6.052296711
440,688586,江航装备,2020/7/31,20200731,76.31,10.27,2020/7/31,2.7,-2.4,26.62%,292.99,0.24,-0.07,35.08,2020/8/3,3,2.42,35.08,2020/8/3,3,2.42,35.07787323,2020/8/3,3,2.415567014
441,688588,凌志软件,2020/5/31,20200511,76.46,11.49,2020/5/11,2.4,-3.7,-0.83%,264.93,-0.02,0.19,48.02,2020/5/15,4,3.18,48.02,2020/5/15,4,3.18,51.07774734,2020/7/14,64,3.44540882
442,688589,力合微,2020/7/31,20200722,77.88,17.91,2020/7/22,2.7,-2.4,10.01%,341.49,0.07,-0.16,83.21,2020/7/23,1,3.65,83.21,2020/7/23,1,3.65,83.21198273,2020/7/23,1,3.646118522
443,688590,新致软件,2020/12/31,20201207,77.29,10.73,2020/12/7,0.2,-0.4,-8.22%,151.26,-0.05,0.01,20.13,2020/12/7,0,0.88,20.13,2020/12/7,0,0.88,20.13389778,2020/12/7,0,0.876411722
444,688595,芯海科技,2020/9/30,20200928,81.84,22.82,2020/9/28,1.7,-2.1,-5.13%,175.24,0.11,-0.11,49.46,2020/9/29,1,1.17,50.31,2020/10/12,14,1.20,57.39406586,2020/11/9,42,1.515077382
445,688596,正帆科技,2020/8/31,20200820,76.37,15.67,2020/8/20,2.4,-2,4.85%,111.23,0.02,-0.10,33.16,2020/8/21,1,1.12,33.16,2020/8/21,1,1.12,33.16316605,2020/8/21,1,1.116347546
446,688597,煜邦电力,2021/6/30,20210617,69.49,5.88,2021/6/17,1.1,8.8,8.94%,144.56,-0.09,0.02,14.09,2021/6/17,0,1.40,14.09,2021/6/17,0,1.40,15.47362614,2021/8/13,57,1.631569071
447,688598,金博股份,2020/5/31,20200518,72.29,47.2,2020/5/18,2.4,-3.7,-1.12%,92.65,0.06,-0.04,95.67,2020/5/19,1,1.03,97.50,2020/6/3,16,1.07,110.5004959,2020/8/10,84,1.341112201
448,688599,天合光能,2020/6/30,20200610,69.43,8.16,2020/6/10,2.5,-3,5.99%,110.91,0.02,0.02,17.65,2020/6/12,2,1.16,17.95,2020/7/9,29,1.20,17.95068932,2020/7/9,29,1.199839377
449,688600,皖仪科技,2020/7/31,20200703,71.9,15.5,2020/7/3,2.7,-2.4,9.95%,131.61,-0.01,0.04,36.08,2020/7/9,6,1.33,36.14,2020/7/10,7,1.33,36.13667297,2020/7/10,7,1.331398256
450,688601,力芯微,2021/6/30,20210628,81.38,36.48,2021/6/28,1.1,8.8,21.34%,327.63,0.06,0.12,130.45,2021/6/30,2,2.58,130.45,2021/6/30,2,2.58,149.5918121,2021/8/9,42,3.100652745
451,688606,奥泰生物,2021/3/31,20210325,62.31,133.67,2021/3/25,0.4,4.4,-1.21%,30.13,-0.13,-0.06,166.54,2021/3/25,0,0.25,166.54,2021/3/25,0,0.25,179.2104645,2021/4/27,33,0.340693233
452,688607,康众医疗,2021/2/28,20210201,85.64,23.21,2021/2/1,-0.2,1.7,-0.29%,266.22,-0.31,0.00,83.42,2021/2/1,0,2.59,83.42,2021/2/1,0,2.59,83.41834259,2021/2/1,0,2.594069047
453,688608,恒玄科技,2020/12/31,20201216,68.82,162.07,2020/12/16,0.2,-0.4,-2.46%,123.36,0.03,0.00,371.01,2020/12/18,2,1.29,371.01,2020/12/18,2,1.29,414.910553,2021/1/20,35,1.56007005
454,688609,九联科技,2021/3/31,20210323,79.8,3.99,2021/3/23,0.4,4.4,-2.52%,239.35,-0.21,-0.06,13.44,2021/3/23,0,2.37,13.44,2021/3/23,0,2.37,20.32484818,2021/6/11,80,4.093946911
455,688611,杭州柯林,2021/4/30,20210412,70.83,33.44,2021/4/12,0.9,6.8,-1.42%,68.36,-0.14,-0.03,54.84,2021/4/12,0,0.64,54.84,2021/4/12,0,0.64,54.84144974,2021/4/12,0,0.639995507
456,688613,奥精医疗,2021/5/31,20210521,84.73,16.43,2021/5/21,1.3,9,9.23%,478.27,-0.08,0.16,109.36,2021/5/27,6,5.66,133.43,2021/6/1,11,7.12,133.4275665,2021/6/1,11,7.120971791
457,688616,西力科技,2021/3/31,20210318,73.87,7.35,2021/3/18,0.4,4.4,2.65%,150.07,-0.10,0.00,17.74,2021/3/18,0,1.41,17.74,2021/3/18,0,1.41,17.74176216,2021/3/18,0,1.413845192
458,688617,惠泰医疗,2021/1/31,20210107,68.78,74.46,2021/1/7,-0.3,0.3,-1.09%,245.18,-0.12,-0.03,255.22,2021/1/7,0,2.43,255.22,2021/1/7,0,2.43,255.2192078,2021/1/7,0,2.427601501
459,688618,三旺通信,2020/12/31,20201230,76.63,34.08,2020/12/30,0.2,-0.4,-10.94%,79.49,-0.12,0.03,62.62,2021/1/5,6,0.84,65.48,2021/1/7,8,0.92,65.48135376,2021/1/7,8,0.921401225
460,688619,罗普特,2021/2/28,20210223,69.13,19.31,2021/2/23,-0.2,1.7,3.30%,102.43,-0.17,-0.02,38.83,2021/2/23,0,1.01,38.83,2021/2/23,0,1.01,38.83256912,2021/2/23,0,1.01100824
461,688621,阳光诺和,2021/6/30,20210621,74.78,26.89,2021/6/21,1.1,8.8,2.58%,346.6,-0.01,-0.10,119.74,2021/6/21,0,3.45,119.74,2021/6/21,0,3.45,144.2794495,2021/9/17,88,4.365542933
462,688622,禾信仪器,2021/9/30,20210913,83.01,17.7,2021/9/13,0.7,10.7,-3.83%,425.42,-0.04,0.05,93.44,2021/9/15,2,4.28,93.44,2021/9/15,2,4.28,93.43672943,2021/9/15,2,4.278911267
463,688625,呈和科技,2021/6/30,20210607,77.12,16.48,2021/6/7,1.1,8.8,-2.00%,147.45,0.02,-0.06,44.42,2021/6/10,3,1.70,55.33,2021/7/5,28,2.36,64.07678223,2021/8/24,78,2.888154261
464,688626,翔宇医疗,2021/3/31,20210331,71.43,28.82,2021/3/31,0.4,4.4,-1.21%,55.45,0.15,0.06,53.76,2021/4/2,2,0.87,77.07,2021/4/28,28,1.67,118.6464844,2021/6/25,86,3.1168107
465,688628,优利德,2021/2/28,20210201,77.37,19.11,2021/2/1,-0.2,1.7,-1.13%,274.67,-0.29,0.06,69.87,2021/2/1,0,2.66,69.87,2021/2/1,0,2.66,69.86642456,2021/2/1,0,2.656013844
466,688630,芯碁微装,2021/4/30,20210401,77.37,15.23,2021/4/1,0.9,6.8,-0.92%,189.56,0.52,0.04,71.11,2021/4/7,6,3.67,71.11,2021/4/7,6,3.67,77.89916992,2021/6/29,89,4.11485029
467,688633,星球石墨,2021/3/31,20210324,73.56,33.62,2021/3/24,0.4,4.4,1.83%,84.12,-0.15,0.04,60.80,2021/3/24,0,0.81,60.80,2021/3/24,0,0.81,60.80011368,2021/3/24,0,0.808450734
468,688636,智明达,2021/4/30,20210408,77.91,34.5,2021/4/8,0.9,6.8,-5.27%,212.99,-0.20,-0.12,107.56,2021/4/8,0,2.12,107.56,2021/4/8,0,2.12,123.1188126,2021/7/5,88,2.568661234
469,688639,华恒生物,2021/4/30,20210422,73.22,23.16,2021/4/22,0.9,6.8,-8.28%,52.2,0.03,0.19,42.67,2021/4/28,6,0.84,52.89,2021/5/20,28,1.28,59.80842972,2021/6/1,40,1.582401974
470,688655,迅捷兴,2021/5/31,20210511,71.68,7.59,2021/5/11,1.3,9,7.15%,197.23,-0.13,-0.06,22.42,2021/5/11,0,1.95,22.42,2021/5/11,0,1.95,22.4233284,2021/5/11,0,1.954325217
471,688656,浩欧博,2021/1/31,20210113,83.32,35.26,2021/1/13,-0.3,0.3,-1.09%,81.51,0.20,-0.09,75.72,2021/1/14,1,1.15,91.05,2021/1/25,12,1.58,100.0043945,2021/3/1,47,1.836199505
472,688658,悦康药业,2020/12/31,20201224,68.78,24.36,2020/12/24,0.2,-0.4,-5.36%,29.89,-0.15,-0.07,29.84,2020/12/24,0,0.23,29.84,2020/12/24,0,0.23,29.84240341,2020/12/24,0,0.225057611
473,688659,元琛科技,2021/3/31,20210331,73.14,6.5,2021/3/31,0.4,4.4,14.65%,160.77,-0.16,0.06,16.57,2021/3/31,0,1.55,16.57,2021/3/31,0,1.55,16.57046127,2021/3/31,0,1.549301734
474,688660,电气风电,2021/5/31,20210519,69.66,5.44,2021/5/19,1.3,9,7.38%,115.99,-0.05,-0.10,11.60,2021/5/19,0,1.13,11.60,2021/5/19,0,1.13,11.60328388,2021/5/19,0,1.132956596
475,688661,和林微纳,2021/3/31,20210329,73.85,17.71,2021/3/29,0.4,4.4,-4.13%,86.9,0.28,0.04,47.23,2021/4/2,4,1.67,60.74,2021/4/22,24,2.43,89.53503418,2021/6/1,64,4.055620225
